0,1,Time
858.3017339,5.794757403,0.031583333
867.9598296,5.466121784,0.064916667
877.6179253,5.137486165,0.09825
887.276021,4.808850546,0.131583333
896.9341167,4.480214927,0.164916667
898.9089892,4.413016025,0.171733333
898.3644986,4.373501892,0.19825
897.6800538,4.323831166,0.231583333
896.995609,4.27416044,0.264916667
896.3111642,4.224489714,0.29825
895.6267194,4.174818987,0.331583333
894.9422746,4.125148261,0.364916667
894.2578298,4.075477535,0.39825
893.8287958,4.044342183,0.419133333
894.0221328,4.476241377,0.431583333
894.5402333,5.633636233,0.464916667
895.0583338,6.791031089,0.49825
895.5764343,7.948425946,0.531583333
896.0945348,9.105820802,0.564916667
896.6126353,10.26321566,0.59825
897.1307358,11.42061051,0.631583333
897.6488363,12.57800537,0.664916667
897.7788101,12.86835656,0.673283333
897.2758782,12.94747871,0.69825
896.6045269,13.05309687,0.731583333
895.9331756,13.15871504,0.764916667
895.2618244,13.26433321,0.79825
894.5904731,13.36995137,0.831583333
893.9191218,13.47556954,0.864916667
893.2477705,13.58118771,0.89825
892.811238,13.64986378,0.919916667
892.4473387,13.61422167,0.931583333
891.4069437,13.51232019,0.964916667
890.3665487,13.4104187,0.99825
889.3261537,13.30851722,1.031583333
888.2857587,13.20661573,1.064916667
887.2453637,13.10471425,1.09825
886.3005503,13.01217451,1.128516667
886.2049687,13.00281277,1.131583333
885.1645737,12.90091128,1.164916667
884.8979308,12.87479495,1.17345
883.8933664,12.45100479,1.19825
882.5426189,11.88117221,1.231583333
881.1918713,11.31133964,1.264916667
879.8411238,10.74150706,1.29825
878.4903763,10.17167449,1.331583333
877.1396287,9.601841909,1.364916667
875.7888812,9.032009333,1.39825
874.8911759,8.653299258,1.4204
874.4975053,8.70708565,1.431583333
873.3237746,8.86745001,1.464916667
872.1500439,9.027814371,1.49825
870.9763131,9.188178732,1.531583333
869.8025824,9.348543093,1.564916667
868.6288517,9.508907454,1.59825
867.455121,9.669271815,1.631583333
866.2813903,9.829636175,1.664916667
865.94588,9.87547624,1.674433333
865.5279034,10.83222414,1.69825
864.9426253,12.17192472,1.731583333
864.3573472,13.5116253,1.764916667
863.7720691,14.85132588,1.79825
863.1867911,16.19102646,1.831583333
862.601513,17.53072704,1.864916667
