0,1,2
5.82838270120754,1.9660857218433971,1.2056368854795763
5.022466291531854,2.439489031003029,1.2242510680333867
4.828718565501792,3.497142761591049,1.209009223192499
4.00023690828306,4.09695654330317,0.8510524928339384
3.878178212870893,5.145670803338158,1.2125830347176705
3.427136392069852,6.339964223391397,1.2125006085865264
2.9289888290875736,7.0582572614229955,1.1035492671426745
2.898720519739946,7.998129419738592,1.1945094579305355
2.5084182754885176,8.540411899694636,1.7947734121943262
2.24748188795174,9.15604557124445,2.0721976048213895
1.7774968024856643,10.241917619660338,2.1879776791049235
1.9022255358712519,10.612463778468289,2.7383525967500466
1.5431030713579328,11.633639561405639,3.045822817972498
1.4257124406441188,12.275991632315417,2.654329896631105
1.065707669412284,13.064895235189296,3.459520415147824
1.3478688395855127,12.848766977150065,3.424770076552535
1.0251341635248234,13.857918533773942,3.6666016563471087
1.1280944203680328,14.453970328069168,4.104338141320114
0.9213056700383789,14.608220353599211,4.168870764085863
0.6978639428006252,15.466357615447633,4.608774646036603
0.8389888621919264,16.04336626674662,4.155372209969516
0.6543608104736902,16.32262867894716,4.761139245276754
0.7516163858452998,16.667239425420426,4.553946504243481
0.5734170795835043,16.98565076273212,5.058135644424379
0.7878705621450836,17.365013257700248,5.314120733610538
0.21526544717455676,17.3406573027526,5.4216943272358735
0.33750902084202933,17.720925493685122,5.720791387793264
0.46636394514254065,17.64769553429077,5.742083700738507
0.26715667764470485,18.38701502912529,5.699874068497068
0.28850988888438445,18.10033967371892,6.000144126072227
