0,1,2
4.0,0.0,0.0
3.6034098149350187,0.39914917266520383,1.3214029043431973e-06
3.246140571364598,0.7830615528780961,0.00011179885239744584
2.9242936966507,1.1837439840283892,0.0012732100928109955
2.6343571234742265,1.6204297310579077,0.006402067341477429
2.3731669830075663,2.0993063888044623,0.02061450125630328
2.1378734149332166,2.617403850511683,0.05023625103546185
1.9259081061831027,3.166482608215726,0.10116365776995653
1.7349593949598707,3.735387385311513,0.17767085859120457
1.5629418573929077,4.312606459804992,0.2813761350254402
1.4079798906953929,4.887000132342591,0.4115029761277521
1.2683830247207235,5.448877840465427,0.565229760033043
1.142624002409945,5.990835341841784,0.7380287072940601
1.0293359229044752,6.50684022247583,0.9247896440556138
0.9272816262326532,6.992945719574935,1.120243810098636
0.8353417310679013,7.447107376172034,1.3196496788976813
0.7525179926932553,7.868257412044738,1.5185466941799703
0.6779101530928437,8.256494064984999,1.7130511005987312
0.6106988780659354,8.612612347005756,1.900727892509251
0.5501459959087784,8.937815420297037,2.079838702439984
0.49559874952045346,9.234094094614123,2.248667342872326
0.446464192912139,9.503531639320801,2.4063189390568684
0.4022013569079325,9.747856990526527,2.552644511588945
0.3623213018593022,9.968640061151367,2.687905269215799
0.326394269135677,10.168236889273878,2.8120761049690937
0.2940339191946029,10.348899672800378,2.925535652403399
0.26488537274255425,10.51229106368077,3.0289097332904626
0.2386251266365242,10.659484585584496,3.123063730470155
0.21496599277843706,10.791939118827592,3.2086265124902287
0.1936526839707869,10.911439040341916,3.28608228738294
