0,1,2,3
10.066736783185313,9.693176265626075,0.0,2.1194198325167197
7.537390453762817,9.112192375041095,0.29212281690762154,2.1306154958348347
5.741363943919504,8.016287371485124,0.21203238637300184,2.664604989197668
4.620461173119802,6.72181385390465,1.050045789699724,3.076364253109503
3.493637250186167,5.4840244215096225,1.623602740658592,3.8871837507261335
2.7203779821865584,4.382808141946587,2.4851411622679063,4.23999083468443
2.0637438646317876,3.5193440187752714,2.7938340379162634,4.659977487764267
1.4424350117056766,2.914393656197226,3.7314372637605797,5.720650246432086
1.2358416243820707,2.7440489370300027,4.6309041091376,6.468344520143191
1.0931553636049873,2.1231893162991513,5.2365686009418395,6.764224785947039
0.5552062247838458,1.9298064014811318,5.6200656695976345,7.845235349390285
0.2571742413788412,1.9682429700261366,6.063805147456208,8.401007398468789
0.46209746298958737,1.5471130627901628,6.642603217677491,8.629700735510689
0.3275281398262503,1.409729213935162,6.84100811070049,8.935436375373417
0.3350853373292598,1.079225510945911,7.162555515302024,9.014322024906503
0.16926516608608994,1.1968006856399442,7.537583479965663,9.372909101311743
0.08045630063939102,1.1092674896876626,8.085473596296223,9.978283129754615
0.10591276627842845,1.1487685623826325,8.129715704739743,10.144829899205346
0.0,1.1927536527714602,8.599023755059969,10.147966245633729
0.0,0.5901381132911002,8.36051771982566,10.154214836272859
0.0909561000630402,0.8616855770180847,8.484773846312843,10.534957823122644
0.0,0.6471342706797254,8.87791467169921,10.808652793545022
0.0,0.6592381368465503,8.774436276669716,11.17232866885944
0.036388549725973635,0.5811344116260503,8.636851709013698,11.031570286168039
0.0,0.35056953216979203,9.064783445316658,10.924842801739949
0.0,0.44826502816048225,9.11956891808155,11.161714095503944
0.29874369844268517,0.6121780452745331,8.935239858651249,11.50584796981011
0.39334370978610567,0.48350155471496525,9.511039212307814,11.213864790600443
0.0466573166068486,0.6457138024970805,9.300481545573582,11.25096295042869
0.0,0.6385955212681793,9.336859593365181,11.348228831976524
