0,1,2,3
10.220721777340072,9.886206727721587,2.058437218197238,1.81400852363962
7.5966177259944185,9.054448173520925,2.196251547255042,2.231831280038581
5.865763355746827,7.7446985635351,2.2588607352020165,2.42909542274334
4.5311944604521734,6.454552285213094,3.0468882729019406,2.886785332059292
3.348712544233907,5.408897637766473,3.647184780369642,3.451968726344394
2.4711622728424882,4.359182051455098,4.481883874920291,4.487861955946893
1.873493466555479,3.4268559116417627,5.118028299660175,4.84144124775859
1.6385515148427074,3.284888988711118,5.649152586157994,5.863654636158546
1.473824692566746,2.868412965229117,6.376742440706713,6.442737189493905
0.9251765587562301,2.282209470650683,7.110081254232328,7.299807713098044
0.6709089405630907,2.029053584675038,7.534811530624525,7.556641520014346
0.22673087250258345,1.639402737192052,8.58645820091784,8.457120450819072
0.4858192585034319,1.5816128594643015,8.509850085872676,8.5853515134194
0.746576053793343,1.2564444863750344,8.958117570527959,9.082239760436027
0.11344950433253556,1.3915317660258577,9.42330743922146,9.395059106508194
0.2509217752713715,1.2472450887842574,9.698232595624818,9.510617733840569
0.301303066326888,1.2674407393585838,9.79354102671294,9.912163743058269
0.17489026271889774,0.8369690717361075,10.354924654000813,10.055762507677727
0.349950926942377,1.0941926765654233,10.418561508349546,10.42022334182902
0.0,1.0611669853988661,10.725360421136685,10.345864729021365
0.1103734973126628,0.8522574761558578,10.613505298286357,10.773248052034617
0.1003415170384725,0.6396126666989659,10.813603500190052,10.656955574027096
0.0,0.5376323857597869,10.915235509613392,10.829595553556947
0.0,0.5258909703015747,10.995874962654787,11.145329991272524
0.10676220010126135,0.6620626446211022,10.802362872647418,11.074566429503465
0.04625039450038358,0.6313483481029855,10.995571533226776,11.166870302167002
0.0,0.5606800580380568,11.255043183310079,11.071982115118466
0.07870065715889313,0.5367507779328163,11.368730822983325,11.457080395544867
0.0,0.3779730649898492,11.39009803628716,11.503717076976013
0.0,0.3453805971528191,11.390269927127488,11.584509840145506
