Time,0,1,2
0.0,10.230901612140894,0.1363930010012918,1.7756042384286568
0.3448275862068966,7.05118424336455,2.3310051993008027,2.4040307948583357
0.6896551724137931,5.406325334561495,3.9804482444771776,2.10428410201734
1.0344827586206897,4.068582652391503,4.566712183832672,2.1427651925476234
1.3793103448275863,3.575595000022265,4.892416979986313,1.8951205144861667
1.7241379310344829,2.74045754247803,5.3591323365914585,2.1149200692302856
2.0689655172413794,2.271635434442646,5.5132104638536275,2.289978805318296
2.413793103448276,1.7277614505407732,5.85686009818457,2.369754361533342
2.7586206896551726,1.6571134395417115,5.799469635044381,2.301676349736166
3.1034482758620694,1.2257126651081633,5.853294235527649,2.0502232810261414
3.4482758620689657,1.1903435741590032,5.751151009717514,2.35086000529839
3.793103448275862,1.142198599587812,6.222430818240078,2.303529188929247
4.137931034482759,1.1849495720307714,6.230264617054542,2.3115875890419857
4.482758620689656,0.7239453234390654,6.014287094582158,2.367285716963942
4.827586206896552,0.9167872896989628,6.381808051018875,2.5727484134641054
5.172413793103448,0.3230896620990424,6.055576094267165,2.4898997417701394
5.517241379310345,0.6535508202587563,5.9094701484178405,2.333181453062296
5.862068965517242,0.40121460000330167,5.972002805801174,2.4313565380704514
6.206896551724139,0.5308981693278034,6.195934875501583,2.2882724110186796
6.551724137931035,0.46092878974911805,6.013422594373506,2.683884142526636
6.8965517241379315,0.39573842321495223,6.197763928931015,2.785256907260075
7.241379310344828,0.5528700667534715,6.06669698237391,2.5569136655286333
7.586206896551724,0.24065747595819353,6.167757025814785,2.4708901288550567
7.931034482758621,0.2877813645427166,6.173121635912468,2.484948058780698
8.275862068965518,0.04646279120209358,6.3817835044981,2.6163693399698427
8.620689655172415,0.03490389178192761,6.100580248019685,2.620460858423747
8.965517241379311,0.2906765885540815,6.106478238924523,2.864205216711172
9.310344827586208,0.2678195276594191,6.100716699324331,2.5485968040013485
9.655172413793103,0.1220926669659787,6.203324102103201,2.857241459399633
10.0,0.0154452982660961,6.354198149497285,2.8962140185929317
