Time,0,1,2,3
0,4.751481036535564,10.253159362179762,0.037695143,1.8996477520680437
0.2564102564102564,3.9338175207482253,9.790759845927141,0,2.2378552023876357
0.5128205128205128,3.345170790952986,9.260616778261099,0,1.9224294827310247
0.7692307692307692,2.899360861776847,8.890713227656184,0.26847666038982365,2.377705006344948
1.0256410256410255,2.3819024940177163,8.316992660008395,0.42974292511142875,2.493833625036064
1.282051282051282,1.9126107619990353,7.965972947662492,0.6096462814375264,2.879799883631119
1.5384615384615383,1.4633773683344153,7.104410451034845,1.3225531516774665,2.730822387903168
1.7948717948717947,1.292807003523704,6.511681533091546,1.7249847747780596,3.248861982071338
2.051282051282051,1.3144342493049583,6.601437782267048,1.687935362297962,3.7768639200165777
2.3076923076923075,0.8187228874307874,6.365248647795939,1.868888697660982,4.061458900670087
2.564102564102564,0.6496217325357674,5.802686007376953,1.9331954952521362,4.1730110768111555
2.8205128205128203,0.5652669459840217,5.825352811155679,2.480892404658174,4.390266162038915
3.0769230769230766,0.3813022644541321,6.020871982333812,3.061876523454557,4.782743299668743
3.333333333333333,0.5008436953250915,5.499878475,3.3179583118075344,4.82975339
3.5897435897435894,0.39988767387396446,5.4533103320614025,3.388127220295178,5.029513511999264
3.846153846153846,0.13163885299162864,5.4358216963404224,3.3659790574321584,5.307290565630121
4.102564102564102,0.19116359085914333,5.290573048369112,3.3884840538045533,5.778220543202508
4.358974358974359,0.071773686,5.540635636724925,3.5139786053048017,5.762007115895542
4.615384615384615,0.2756532554786029,5.2619255617635226,3.946805750568908,6.183713234103567
4.871794871794871,0.3826884228152421,5.150911874268285,3.828040613725192,5.907836613285058
5.128205128205128,0.012037001088400445,5.2590462590445854,4.054914221510766,6.002858494127389
5.384615384615384,0,5.0009959002778155,4.445722704747739,6.372959951270706
5.6410256410256405,0.34988070336662047,4.950883387137391,4.3225458812629265,6.250906968330661
5.897435897435897,0.10435081204600079,5.171883682437521,4.438582640728122,6.098178859836498
6.153846153846153,0,5.076432704061296,4.323882457746086,6.513570878858396
6.41025641,0,5.095789615920482,4.626189176986662,6.5576333287612085
6.666666666666666,0,5.048301802613723,4.697689059761531,6.363729191590806
6.9230769230769225,0,4.8947792313484015,4.874599103217093,6.9307903420785175
7.179487179487179,0.13524089135399028,5.047925250425006,5.037483624390366,6.7120749359754495
7.435897435897435,0.14375719801859785,5.181302903722362,4.538235989876117,6.740626280290858
7.692307692307692,0.076615427,4.855170489856495,4.899991346576693,6.920230508
7.948717948717948,0,4.720299024082363,4.764399143,6.888716162206351
8.205128205128204,0.10110717181247354,5.050306012203756,4.845766745619673,7.1292516852464525
8.461538462,0,5.011417695593198,4.828646205043142,7.020791450486581
8.717948717948717,0,5.092704995616399,4.6519528504340855,7.171128542588938
